popularity,original_title,cast,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year,budget_adj,revenue_adj,net_profit
0,Dust Devil,Robert John Burke|Chelsea Field|Marianne SÃ¤gebrecht|William Hootkins|Zakes Mokae,Richard Stanley,sex|adultery|fire|allegory|isolation,103,Horror|Mystery|Thriller,Channel Four Films|Palace Pictures|Shadow Theatre Films|British Screen Productions,13,6,1992,12432194,0,-12432194
0,Wuthering Heights,Juliette Binoche|Ralph Fiennes|Jeremy Northam|Janet McTeer|Sophie Ward,Peter Kosminsky,costume|drama|revenge,105,Drama|Romance,Paramount Pictures,30,7,1992,0,0,0
0,American Me,Edward James Olmos|William Forsythe|Sal Lopez|Dyana Ortelli|William Smith,Edward James Olmos,juvenile prison|jail|east l.a.|hood|gang,125,Crime|Drama|Romance,Universal Pictures|Olmos Productions|YOY,12,6,1992,0,0,0
0,Mr. Baseball,Tom Selleck|Ken Takakura|Aya Takanashi|Dennis Haysbert|Toshi Shioya,Fred Schepisi,japan|baseball,108,Comedy|Romance,Universal Pictures,16,5,1992,0,31080485,31080485
0,Critters 4,Don Keith Opper|Terrence Mann|Angela Bassett|Brad Dourif|Anders Hove,Rupert Harvey,female nudity|shower|nudity|future|sequel,100,Thriller|Comedy|Horror|Science Fiction,New Line Cinema|OH Films,14,4,1992,0,0,0
0,A Stranger Among Us,Melanie Griffith|John Pankow|Tracy Pollan|Mia Sara|Lee Richardson,Sidney Lumet,new york|detective|secret|undercover|exploitation,110,Drama|Romance|Crime,Propaganda Films|Hollywood Pictures|ISIS|Mansfield Pictures|Sandollar,13,5,1992,0,0,0
0,Dr. Giggles,Larry Drake|Holly Marie Combs|Cliff DeYoung|Glenn Quinn|Keith Diamond,Manny Coto,,95,Comedy|Horror|Mystery|Thriller,Universal Pictures|Dark Horse Entertainment|Largo Entertainment|JVC Entertainment Networks,14,4,1992,0,13059138,13059138
0,Sleepwalkers,Brian Krause|MÃ¤dchen Amick|Alice Krige|Jim Haynie|Cindy Pickett,Mick Garris,killing|based on novel|incest|morphing,91,Fantasy|Thriller|Horror,Columbia Pictures|Victor & Grais Productions|Ion Pictures,43,4,1992,0,47436222,47436222
0,Prelude to a Kiss,Meg Ryan|Alec Baldwin|Ned Beatty|Kathy Bates|Patty Duke,Norman RenÃ©,love at first sight|body exchange,105,Drama|Comedy|Romance,20th Century Fox|Gruskoff/Venture Films,11,5,1992,0,35272762,35272762
0,3 Ninjas,Victor Wong|Michael Treanor|Max Elliott Slade|Chad Power|Rand Kingsley,Jon Turteltaub,hero|rescue|good vs evil|rivalry|crime,84,Adventure|Action|Family|Comedy,Touchstone Pictures,44,5,1992,0,0,0
0,Split Second,Rutger Hauer|Kim Cattrall|Michael J. Pollard|Alastair Duncan|Alun Armstrong,Tony Maylam,flooding|futuristic|police detective,90,Thriller|Action|Horror|Science Fiction|Crime,Entertainment|Muse Productions|Challenge Film Corporation|XYZ Funding N.V.,31,5,1992,0,0,0
0,Jennifer Eight,Andy GarcÃ­a|Lance Henriksen|Uma Thurman|Graham Beckel|Kathy Baker,Bruce Robinson,fight|blindness and impaired vision|victim|suspense|serial killer,124,Crime|Drama|Mystery,Paramount Pictures,34,5,1992,31080485,17701080,-13379405
0,Leap of Faith,Steve Martin|Debra Winger|Lolita Davidovich|Liam Neeson|Lukas Haas,Richard Pearce,cheating|small town|supernatural powers|preacher,108,Comedy|Drama|Romance,Paramount Pictures,21,4,1992,0,0,0
0,Honeymoon in Vegas,Nicolas Cage|James Caan|Sarah Jessica Parker|Peter Boyle|Pat Morita,Andrew Bergman,hawaii|gambling debts|woman between two men|wedding,96,Action|Comedy|Romance|Thriller,Columbia Pictures|New Line Cinema|Castle Rock Entertainment,39,5,1992,38850606,0,-38850606
0,Knight Moves,Christopher Lambert|Diane Lane|Tom Skerritt|Daniel Baldwin|Mark Wilson,Carl Schenkel,chess|chess champion|suspense,116,Mystery|Thriller,Cinevox Filmproduktion GmbH,27,5,1992,0,0,0
0,White Sands,Willem Dafoe|Mary Elizabeth Mastrantonio|Mickey Rourke|Samuel L. Jackson|M. Emmet Walsh,Roger Donaldson,suspense,101,Action|Crime|Drama|Mystery|Thriller,Warner Bros.|Morgan Creek Productions,10,5,1992,0,0,0
0,Tom and Jerry: The Movie,Richard Kind|Dana Hill|Anndi McAfee|Tony Jay|Rip Taylor,Phil Roman,,84,Animation|Family,Warner Bros. Animation,48,5,1992,0,0,0
0,Deep Cover,Laurence Fishburne|Jeff Goldblum|Charles Martin Smith|Victoria Dillard|Gregory Sierra,Bill Duke,undercover|investigation|war|police|murder,107,Action|Thriller|Crime,New Line Productions|Image Organization,15,6,1992,0,0,0
0,Newsies,Christian Bale|Bill Pullman|Ann-Margret|Robert Duvall|David Moscow,Kenny Ortega,juvenile crime|child empowerment|brawl|boy singer|name change,121,Drama|Music|Family,Walt Disney Pictures|Touchwood Pacific Partners 1,33,6,1992,23310363,0,-23310363
0,Diggstown,"James Woods|Louis Gossett, Jr.|Bruce Dern|Oliver Platt|Heather Graham",Michael Ritchie,transporter|con man|boxing match|sport,98,Action|Comedy|Drama,Metro-Goldwyn-Mayer (MGM)|Eclectic Films,11,6,1992,26418412,7516251,-18902161
0,The Mambo Kings,Antonio Banderas|Armand Assante|Cathy Moriarty|Maruschka Detmers|Pablo Calogero,Arne Glimcher,mambo,104,Drama|Music,Regency Enterprises|Alcor Films|Canal+|Warner Bros.,11,5,1992,0,10477492,10477492
0,Raising Cain,John Lithgow|Lolita Davidovich|Steven Bauer|Frances Sternhagen|Gregg Henry,Brian De Palma,,91,Drama|Horror|Thriller|Crime,Universal Pictures|Pacific Western,16,5,1992,18648291,57763170,39114879
0,Trespass,Bill Paxton|Ice-T|William Sadler|Ice Cube|Art Evans,Walter Hill,,101,Action|Adventure|Crime|Thriller,Universal Pictures,14,5,1992,0,0,0
0,Husbands and Wives,Woody Allen|Mia Farrow|Judy Davis|Sydney Pollack|Juliette Lewis,Woody Allen,musical|marriage|dialogue driven|teacher student relationship|fake documentary,108,Romance|Comedy|Drama,TriStar Pictures,38,5,1992,0,0,0
0,Nemesis,Olivier Gruner|Tim Thomerson|Deborah Shelton|Cary-Hiroyuki Tagawa|Merle Kennedy,Albert Pyun,cyborg,94,Science Fiction|Thriller,Scanbox|Imperial Entertainment|Shah/Jensen,19,5,1992,0,0,0
0,Kuffs,Christian Slater|Milla Jovovich|Tony Goldwyn|Bruce Boxleitner|Troy Evans,Bruce A. Evans,dance|police protection|organized crime|breaking the fourth wall|gunfight,102,Action|Comedy|Crime,Universal Pictures|Dino de Laurentiis Communications|EvansGideon|Beginner's Luck,30,5,1992,0,0,0
0,Innocent Blood,Anne Parillaud|David Proval|Rocco Sisto|Chazz Palminteri|Anthony LaPaglia,John Landis,vampire|organized crime|pittsburgh|vampiros,112,Comedy|Horror|Thriller|Crime,Warner Bros. Pictures,16,6,1992,0,0,0
0,The Babe,John Goodman|Kelly McGillis|Trini Alvarado|Bernie Gigliotti|Randy Steinmeyer,Arthur Hiller,baseball|sport|historical figure|new york yankees,115,Drama,Universal Pictures|Finnegan/Pinchuk Productions|Waterhorse Productions,16,5,1992,0,27243557,27243557
0,Sidekicks,Beau Bridges|Jonathan Brandis|Chuck Norris|Mako|Julia Nickson,Aaron Norris,martial arts|karate|computer|bully|daydreaming,101,Action|Adventure|Drama|Family,Vision PDG|Gallery Films,15,5,1992,0,0,0
0,Un CÅ“ur en Hiver,Daniel Auteuil|Emmanuelle BÃ©art|AndrÃ© Dussollier|Ã‰lisabeth Bourgine|Brigitte Catillon,Claude Sautet,obsession|violin|love|friends|girl,105,Drama|Romance,Orly Films|CinÃ©a,15,7,1992,0,2589798,2589798
0,Mo' Money,Damon Wayans|Stacey Dash|Joe Santos|John Diehl|Harry Lennix,Peter MacDonald,credit card|con artist|swindler,97,Action|Comedy|Thriller|Crime|Romance,Columbia Pictures Corporation,16,5,1992,26418412,0,-26418412
0,Hoffa,Jack Nicholson|Danny DeVito|Armand Assante|J. T. Walsh|John C. Reilly,Danny DeVito,policy and organisations|power|trade union|gangster,140,Crime|History,Jersey Films|Twentieth Century Fox Film Corporation,31,5,1992,54390848,0,-54390848
0,Belle Ã‰poque,PenÃ©lope Cruz|Gabino Diego|Ariadna Gil|Fernando FernÃ¡n GÃ³mez|AgustÃ­n GonzÃ¡lez,Fernando Trueba,jealousy|tango|marriage|politics|party,109,Comedy|Drama|Foreign|Romance,Sogepaq|AnimatÃ³grafo|Fernando Trueba Producciones CinematogrÃ¡ficas,13,6,1992,0,0,0
0,Lorenzo's Oil,Susan Sarandon|Nick Nolte|Peter Ustinov|Ann Hearn|Maduka Steady,George Miller,parents kids relationship|medicine|loss of child|dying and death,135,Drama,Universal Pictures,52,6,1992,0,11323223,11323223
0,Xiao ao jiang hu zhi: Dong Fang Bu Bai,Brigitte Lin|Jet Li|Rosamund Kwan|Michelle Reis|Waise Lee,Ching Siu-Tung,,107,Action|Fantasy,,18,6,1992,6899606,0,-6899606
0,Io speriamo che me la cavo,Paolo Villaggio|Gigio Morra|Paolo Bonacelli,Lina WertmÃ¼ller,woman director,100,Comedy|Foreign,,27,6,1992,0,0,0
0,Strictly Ballroom,Paul Mercurio|Tara Morice|Bill Hunter|Barry Otto|Pat Thomson,Baz Luhrmann,father-son relationship|dancer|experiment,94,Comedy|Drama|Romance,Beyond Films|Australian Film Finance Corporation (AFFC)|M & A,33,6,1992,4662072,52753255,48091183
0,LadyBugs,Rodney Dangerfield|JackÃ©e Harry|Jonathan Brandis|Ilene Graff|Vinessa Shaw,Sidney J. Furie,boy|sport|professional soccer player|soccer field|corporate,90,Comedy|Family,Paramount Pictures,18,5,1992,0,0,0
0,Stay Tuned,John Ritter|Pam Dawber|David Tom|Heather McComb|Jeffrey Jones,Peter Hyams,televison,87,Comedy|Fantasy,Warner Bros. Pictures|Morgan Creek Productions,19,6,1992,0,0,0
0,Bill Hicks: Relentless,Bill Hicks,Chris Bould,comedian|stand-up|cult comedy|observational comedy|live comedy,61,Comedy,,10,8,1992,0,0,0
0,Blown Away,Corey Haim|Nicole Eggert|Corey Feldman|Jean LeClerc|Kathleen Robertson,Brenton Spencer,bomb|sex|detective|suicide attempt|new love,93,Drama|Romance|Thriller,Norstar Entertainment Inc.,11,4,1992,0,0,0
0,Pure Country,George Strait|Lesley Ann Warren|Isabel Glasser|Kyle Chandler|John Doe,Christopher Cain,country music|rodeo,112,Drama|Music|Romance,,12,7,1992,0,0,0
0,Mom and Dad Save the World,Teri Garr|Jeffrey Jones|Jon Lovitz|Thalmus Rasulala|Wallace Shawn,Greg Beeman,,88,Adventure|Comedy|Family|Science Fiction,Mercury|Home Box Office (HBO)|Cinema Plus|Douglas,10,4,1992,0,0,0
0,Gayniggers from Outer Space,Gbatokai Dakinah,Morten Lindberg,gay|space travel|satire|parody,26,Comedy|Science Fiction,,11,4,1992,0,0,0
4,Raiders of the Lost Ark,Harrison Ford|Karen Allen|Paul Freeman|Ronald Lacey|John Rhys-Davies,Steven Spielberg,saving the world|riddle|nepal|himalaya|cairo,115,Adventure|Action,Lucasfilm|Paramount Pictures,2506,7,1981,43167434,935116878,891949444
1,Private Lessons,Sylvia Kristel|Howard Hesseman|Eric Brown|Meridith Baer|Pamela Jean Bryant,Alan Myerson,female nudity|bathroom|sex|blackmail|chauffeur,87,Romance|Comedy,Jensen Farley Pictures|Barry & Enright Productions,10,6,1981,6714934,63022056,56307122
1,For Your Eyes Only,Roger Moore|Carole Bouquet|Chaim Topol|Lynn-Holly Johnson|Julian Glover,John Glen,london|submarine|england|sea|assassin,127,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM),268,6,1981,67149342,468397365,401248023
1,The Fox and the Hound,Mickey Rooney|Kurt Russell|Pearl Bailey|Jack Albertson|Sandy Duncan,Ted Berman|Art Stevens|Richard Rich,based on novel|fox|foxhunting|friendship|dog,82,Adventure|Animation|Drama|Family,Walt Disney Productions,498,6,1981,28778289,71466085,42687796
1,Mad Max 2,Mel Gibson|Bruce Spence|Michael Preston|Max Phipps|Vernon Wells,George Miller,boomerang|chase|post-apocalyptic|dystopia|survivor,95,Adventure|Action|Thriller|Science Fiction,Kennedy Miller Productions,501,7,1981,4796381,58997489,54201108
1,History of the World: Part I,Mel Brooks|Dom DeLuise|Madeline Kahn|Harvey Korman|Cloris Leachman,Mel Brooks,moses|roman empire|musical|stone age|music,92,Comedy,Twentieth Century Fox Film Corporation|Brooksfilms,91,6,1981,26380098,75957674,49577576
1,An American Werewolf in London,David Naughton|Jenny Agutter|Griffin Dunne|John Woodvine|Lila Kaye,John Landis,loss of lover|intensive care|dying and death|village and town|transformation,97,Horror|Comedy,Universal Pictures|Guber/Peters Company|American Werewolf Inc.|Lyncanthrope Films,284,7,1981,23981908,76677951,52696043
1,Heavy Metal,Rodger Bumpass|Jackie Burroughs|Joe Flaherty|Harold Ramis|John Candy,Gerald Potterton,flying car|taxi|heavy metal|cult favorite|midnight movie,90,Animation|Science Fiction,Canadian Film Development Corporation (CFDC),73,6,1981,22303174,0,-22303174
1,The Evil Dead,Bruce Campbell|Ellen Sandweiss|Richard DeManincor|Betsy Baker|Theresa Tilly,Sam Raimi,falsely accused person|beheading|audio tape|log cabin|chain saw,85,Horror,Renaissance Pictures,426,7,1981,839366,70506809,69667443
1,Escape from New York,Kurt Russell|Lee Van Cleef|Ernest Borgnine|Donald Pleasence|Isaac Hayes,John Carpenter,taxi|street gang|u.s. president|war veteran|hostage,99,Science Fiction|Action,AVCO Embassy Pictures|Goldcrest Films International|International Film Investors|City Film,336,6,1981,14389144,119909540,105520396
0,Excalibur,Nigel Terry|Helen Mirren|Nicholas Clay|Cherie Lunghi|Paul Geoffrey,John Boorman,holy grail|camelot|round table|wizardry|merlin,140,Adventure,Orion Pictures|Warner Bros.,107,6,1981,0,83858585,83858585
0,On Golden Pond,Katharine Hepburn|Henry Fonda|Jane Fonda|Doug McKeon|Dabney Coleman,Mark Rydell,son|daughter|mother daughter relationship|family holiday|family conflict,109,Drama,Universal Pictures,28,6,1981,0,46179483,46179483
0,Chariots of Fire,Ben Cross|Ian Charleson|Cheryl Campbell|Alice Krige|Nigel Havers,Hugh Hudson,underdog|scotland|jewry|patriotism|olympic games,123,Drama|History,"Twentieth Century Fox Film Corporation|Warner Bros.|Enigma Productions|The Ladd Company|Allied Stars, Ltd.",93,6,1981,13190049,141428276,128238227
0,Friday the 13th Part 2,Amy Steel|John Furey|Adrienne King|Kirsten Baker|Betsy Palmer,Steve Miner,camping|summer camp|gore|slasher|b horror,87,Horror|Thriller,Paramount Pictures,134,6,1981,2997738,52095361,49097623
0,Southern Comfort,Keith Carradine|Powers Boothe|Fred Ward|Franklyn Seales|T. K. Carter,Walter Hill,joke|louisiana|wilderness|swamp|national guard,105,Action|Drama|History|Thriller,Cinema Group Ventures|Phoenix (II),17,5,1981,0,0,0
0,Gallipoli,Mel Gibson|Mark Lee|Bill Kerr|Gerda Nicolson|Harold Hopkins,Peter Weir,world war i|battle assignment|troops|australia|turk,112,Adventure|War|Drama|History,The Australian Film Commission|R & R Films,42,7,1981,0,13747837,13747837
0,Halloween II,Jamie Lee Curtis|Donald Pleasence|Charles Cyphers|Jeffrey Kramer|Lance Guest,Rick Rosenthal,sheriff|mask|halloween|michael myers,92,Horror|Thriller,Universal Pictures,162,6,1981,5995477,61234967,55239490
0,The Postman Always Rings Twice,Jack Nicholson|Jessica Lange|John Colicos|Michael Lerner|Anjelica Huston,Bob Rafelson,sex|adultery|confession|based on novel|obsession,122,Romance|Crime|Drama,Lorimar Film Entertainment|CIP Filmproduktion GmbH|Northstar International,36,6,1981,28778289,0,-28778289
0,Arthur,Dudley Moore|Liza Minnelli|John Gielgud|Geraldine Fitzgerald|Jill Eikenberry,Steve Gordon,new york city|1980s|comic drunk,97,Comedy|Drama|Romance,Orion Pictures,45,6,1981,16787335,228935328,212147993
0,Road Games,Stacy Keach|Jamie Lee Curtis|Marion Edward|Grant Page|Thaddeus Smith,Richard Franklin,australia|truck|suspense|serial killer|hitchhiker,101,Thriller|Horror|Mystery,Essaness Pictures|Quest,12,5,1981,4196833,239819,-3957014
0,Endless Love,Brooke Shields|Martin Hewitt|Shirley Knight|Don Murray|Richard Kiley,Franco Zeffirelli,,116,Romance|Drama,Universal Pictures,16,5,1981,0,0,0
0,Porky's,Dan Monahan|Mark Herrier|Wyatt Knight|Cyril O'Reilly|Tony Ganios,Bob Clark,male nudity|female nudity|sex|florida|virgin,94,Comedy,Melvin Simon Productions|Astral Bellevue PathÃ©,75,6,1981,9592763,301520352,291927589
0,Reds,Warren Beatty|Diane Keaton|Edward Herrmann|Jack Nicholson|Jerzy Kosinski,Warren Beatty,journalist|russian revolution 1917,195,Drama|History,Barclays Mercantile Industrial Finance|JRS Productions,25,6,1981,76742105,96845321,20103216
0,The Cannonball Run,Burt Reynolds|Roger Moore|Farrah Fawcett|Dean Martin|Dom DeLuise,Hal Needham,cross country race|all-star supporting cast,95,Comedy,Eurasia Investments,64,6,1981,43167434,173100402,129932968
0,Absence of Malice,Paul Newman|Sally Field|Bob Balaban|Melinda Dillon|Luther Adler,Sydney Pollack,prosecutor|newspaper reporter,116,Drama|Romance|Thriller,Columbia Pictures Corporation|Mirage Enterprises,16,6,1981,28778289,97647046,68868757
0,Time Bandits,John Cleese|Sean Connery|Shelley Duvall|Katherine Helmond|Ian Holm,Terry Gilliam,treasure|map|magic|time travel|titanic,116,Family|Fantasy|Science Fiction|Adventure|Comedy,Handmade Films Ltd.,112,6,1981,11990954,101600746,89609792
0,Scanners,Stephen Lack|Jennifer O'Neill|Michael Ironside|Patrick McGoohan|Lawrence Dane,David Cronenberg,telepathy|telekinesis|mind control|psychic power|murder,103,Horror|Science Fiction|Thriller,Canadian Film Development Corporation (CFDC)|Filmplan|Victor Solnicki Productions,93,6,1981,9832582,34116365,24283783
0,Victory,Michael Caine|Sylvester Stallone|Max von Sydow|PelÃ©|Carole Laure,John Huston,escape|nazi germany|soccer,116,Action|Drama,Paramount|Lorimar,73,6,1981,0,0,0
0,Thief,James Caan|Tuesday Weld|Willie Nelson|Jim Belushi|Robert Prosky,Michael Mann,chicago|burglar|car dealer|shadowing|death of a friend,122,Action|Crime|Drama|Thriller,Mann/Caan Productions,41,7,1981,0,10312220,10312220
0,Piranha Part Two: The Spawning,Tricia O'Neil|Steve Marachuk|Lance Henriksen|Ricky Paull Goldin|Ted Richert,James Cameron,,84,Horror|Drama|Romance,Brouwersgracht Investments|Chako Film Company,14,4,1981,349622,0,-349622
0,Stripes,Bill Murray|Harold Ramis|Warren Oates|P.J. Soles|Sean Young,Ivan Reitman,date|ex-girlfriend|us army|military spoof,106,Action|Comedy,Columbia Pictures Industries,108,6,1981,23981908,204565675,180583767
0,Outland,Sean Connery|Peter Boyle|Frances Sternhagen|James Sikking|Kika Markham,Peter Hyams,jupiter|wife husband relationship|marshal|wife|dystopia,112,Science Fiction,The Ladd Company|Outland Productions,62,5,1981,38371052,41667593,3296541
0,Le Professionnel,Jean-Paul Belmondo|Robert Hossein|Elisabeth Margoni|Jean-Louis Richard|Jean Desailly,Georges Lautner,paris|prison|africa|homeless person|wife husband relationship,108,Action|Adventure|Thriller,,32,6,1981,0,0,0
0,Omen III: The Final Conflict,Sam Neill|Rossano Brazzi|Don Gordon|Lisa Harrow|Barnaby Holm,Graham Baker,london|ambassador|mephisto|devil's son|anti-christ,108,Drama|Horror|Thriller,Twentieth Century Fox Film Corporation,54,5,1981,0,49094280,49094280
0,Dead & Buried,James Farentino|Melody Anderson|Jack Albertson|Nancy Locke|Robert Englund,Gary Sherman,sheriff|murder|corpse,94,Horror|Mystery,Barclays Mercantile Industrial Finance,18,5,1981,7194572,518407,-6676165
0,Blow Out,John Travolta|Nancy Allen|John Lithgow|Dennis Franz|Peter Boyden,Brian De Palma,audio tape|hitman|president elections|noises|yell,108,Drama|Mystery|Thriller,Cinema 77,90,7,1981,43167434,28778289,-14389145
0,Queen - Rock Montreal,Freddie Mercury|Roger Taylor|John Deacon|Brian May,Saul Swimmer,live concert,138,Music,Edel records GmbH,14,8,1981,0,0,0
0,Death Hunt,Charles Bronson|Lee Marvin|Andrew Stevens|Carl Weathers|Ed Lauter,Peter R. Hunt,canada|wilderness|survival,97,Action|Drama,Golden Harvest Company|Northshore Investments Ltd.,10,5,1981,0,0,0
0,Garde Ã  vue,Lino Ventura|Michel Serrault|Romy Schneider|Guy Marchand|Elsa Lunghini,Claude Miller,child abuse|suspense,88,Crime|Drama|Mystery|Thriller,TF1 Films Productions,13,6,1981,0,0,0
0,Ragtime,James Cagney|Brad Dourif|Moses Gunn|Elizabeth McGovern|Kenneth McMillan,MiloÅ¡ Forman,new york city|piano|racial injustice,155,Drama,Paramount Pictures|Dino De Laurentiis Company,11,6,1981,0,0,0
0,Dragonslayer,Peter MacNicol|Caitlin Clarke|Ralph Richardson|John Hallam|Peter Eyre,Matthew Robbins,secret identity|swordplay|fight|queen|virgin,108,Fantasy,Paramount Pictures|Walt Disney Productions,21,6,1981,43167434,14389144,-28778290
0,Nice Dreams,Cheech Marin|Tommy Chong|Stacy Keach|Evelyn Guerrero|Sandra Bernhard,Tommy Chong,male nudity|limousine|cannabis|stoned|endo,88,Comedy,Columbia Pictures|C & C Brown Production,13,6,1981,0,0,0
0,The French Lieutenant's Woman,Meryl Streep|Jeremy Irons|Jeremy Irons|Hilton McRae|Emily Morgan,Karel Reisz,adultery|based on novel|love|lieutenant|tragedy,124,Drama|Romance,Juniper Films,12,6,1981,0,6448898,6448898
0,The Howling,Patrick Macnee|Dennis Dugan|Christopher Stone|Belinda Balaski|Kevin McCarthy,Joe Dante,insane asylum|werewolf|newswoman,91,Drama|Horror,AVCO Embassy Pictures|International Film Investors|Wescom Productions,58,6,1981,2398190,43133603,40735413
0,Nighthawks,Sylvester Stallone|Rutger Hauer|Billy Dee Williams|Lindsay Wagner|Persis Khambatta,Bruce Malmuth,,99,Action|Crime|Thriller,Universal Pictures|Martin Poll Productions|The Production Company,42,6,1981,11990954,47736848,35745894
0,My Dinner with AndrÃ©,Wallace Shawn|Andre Gregory|Jean Lenauer|Roy Butler,Louis Malle,restaurant|independent film|story telling,110,Comedy|Drama,The Andre Company|Saga Productions Inc.,34,7,1981,0,0,0
0,Taps,George C. Scott|Timothy Hutton|Ronny Cox|Sean Penn|Tom Cruise,Harold Becker,military academy|hostile takeover|teenager fighting adult|die hard scenario|last stand,126,Drama,Twentieth Century Fox Film Corporation,35,6,1981,33574671,85989656,52414985
0,Ms .45,ZoÃ« Lund|Albert Sinkys|Darlene Stuto|Abel Ferrara|Bogey,Abel Ferrara,new york|rape|revenge|independent film|mute,81,Horror|Crime|Drama|Thriller,Navaron Films,23,5,1981,148687,0,-148687
0,Eye of the Needle,Donald Sutherland|Kate Nelligan|Stephen MacKenna|Christopher Cazenove|Philip Martin Brown,Richard Marquand,scotland|spy|world war ii|allied|suspense,112,Action|Drama|Romance|Thriller,Kings Road Entertainment,20,5,1981,0,43167434,43167434
0,Cannibal Ferox,Giovanni Lombardo Radice|Robert Kerman|Danilo Mattei|Venantino Venantini|Fiamma Maglione,Umberto Lenzi,colombia|tribe|jungle|torture|cannibal,93,Adventure|Horror,Dania Film|National Cinematografica|Medusa Distribuzione,21,4,1981,0,0,0
0,Clash of the Titans,Laurence Olivier|Claire Bloom|Maggie Smith|Jack Gwillim|Harry Hamlin,Desmond Davis,riddle|mythology|greek mythology|octopus|pegasus,118,Adventure|Fantasy|Family,Metro-Goldwyn-Mayer (MGM)|Peerford Ltd.,96,6,1981,35972862,98547243,62574381
0,Lion of the Desert,Anthony Quinn|Rod Steiger|Oliver Reed|Irene Papas|Raf Vallone,Moustapha Akkad,italy|middle east|resistance|world war ii|libya,173,Action|History|War,,17,7,1981,83936678,0,-83936678
0,The Great Muppet Caper,Jim Henson|Frank Oz|Dave Goelz|Jerry Nelson|Richard Hunt,Jim Henson,the muppets|kermit the frog|marretas,95,Crime|Family|Comedy,Incorporated Television Company (ITC)|Henson Associates (HA),34,6,1981,0,0,0
0,Cutter's Way,Jeff Bridges|John Heard|Lisa Eichhorn|Ann Dusenberry|Stephen Elliott,Ivan Passer,california|prostitute|alcohol|vietnam|witness,105,Drama|Mystery|Thriller|Crime,United Artists|Gurian Entertainment,12,5,1981,7194572,0,-7194572
0,Sharky's Machine,Burt Reynolds|Rachel Ward|Henry Silva|Brian Keith|Vittorio Gassman,Burt Reynolds,transvestism|robbery|martial arts|jazz|finger,122,Crime|Drama|Action|Thriller,Warner Bros.|Deliverance Productions,14,5,1981,0,85399814,85399814
0,Student Bodies,Kristen Riter|Matthew Goldsby|Jerry Belson|Joe Flood|Mimi Weddell,Mickey Rose|Michael Ritchie,countdown|parody|slasher|horror spoof|rubber chicken,86,Comedy|Horror|Mystery,Paramount Pictures,13,4,1981,0,0,0
0,Galaxy of Terror,Edward Albert|Erin Moran|Ray Walston|Bernard Behrens|Zalman King,Bruce D. Clark,alien|astronaut|alien possession|raped by monster|space monster,81,Action|Adventure|Horror|Science Fiction,New World Pictures,13,5,1981,1678733,0,-1678733
0,Condorman,Michael Crawford|Oliver Reed|Barbara Carrera|James Hampton|Jean-Pierre Kalfon,Charles Jarrott,mission,90,Comedy|Action|Adventure,Walt Disney Productions,20,6,1981,0,0,0
0,Ghost Story,Fred Astaire|Melvyn Douglas|Douglas Fairbanks Jr.|John Houseman|Craig Wasson,John Irvin,secret|ghost story,110,Drama|Horror|Thriller,Universal Pictures,10,5,1981,0,0,0
0,The Burning,Brian Matthews|Leah Ayres|Brian Backer|Larry Joshua|Jason Alexander,Tony Maylam,summer camp|woods|burned alive|camp|slasher,91,Horror|Thriller,Miramax Films|The Cropsy Venture,38,5,1981,3597286,0,-3597286
0,Happy Birthday to Me,Melissa Sue Anderson|Glenn Ford|Lawrence Dane|Sharon Acker|Frances Hyland,J. Lee Thompson,slasher,110,Drama|Horror|Thriller|Mystery,Columbia Pictures Corporation|Canadian Film Development Corporation (CFDC)|Famous Players|The Birthday Film Company,11,5,1981,0,0,0
0,The Funhouse,Elizabeth Berridge|Shawn Carson|Jeanne Austin|Jack McDermott|Kevin Conway,Tobe Hooper,nudity|mask|carnival|horror|violence,96,Horror,Mace Neufeld Productions,17,6,1981,0,0,0
0,"Bianco, rosso e Verdone",Carlo Verdone|Irina Sanpiter|Elena Fabrizi|Angelo Infanti|Milena Vukotic,Carlo Verdone,italy|election day,110,Comedy,Columbia Films S.A.|Irrigazione Cinematografica,34,6,1981,0,0,0
0,Looker,Albert Finney|James Coburn|Susan Dey|Leigh Taylor-Young|Estelle Omens,Michael Crichton,model|plastic surgeon,94,Science Fiction|Thriller,Warner Bros.|The Ladd Company,10,4,1981,0,0,0
0,Caveman,Ringo Starr|Dennis Quaid|Shelley Long|Jack Gilford|Barbara Bach,Carl Gottlieb,stone age|slapstick|cavemen|prehistoric adventure|prehistoric times,91,Comedy|Adventure,Turman-Foster Company,12,5,1981,0,0,0
0,Hell Night,Linda Blair|Vince Van Patten|Peter Barton|Suki Goodwin|Kevin Brophy,Tom DeSimone,college|serial killer|ghost|leopard print|scream queen,101,Horror,BLT Productions|Media Home Entertainment,15,5,1981,0,0,0
0,My Bloody Valentine,Paul Kelman|Lori Hallier|Neil Affleck|Keith Knight|Alf Humphreys,George Mihalka,miner|murder|serial killer|masked killer|slasher,90,Thriller|Horror|Mystery,Paramount Pictures|Famous Players Ltd|Canadian Film Development Corporation (CFDC)|Secret Films,21,6,1981,5276019,0,-5276019
0,Mommie Dearest,Faye Dunaway|Diana Scarwid|Steve Forrest|Howard Da Silva|Mara Hobel,Frank Perry,ax|biography|sociopath|lawyer|mansion,129,Drama,Paramount Pictures,13,6,1981,0,0,0
